chrom	start	end	coverage	sample
MN908947.3	18600	18800	16336.12	SAMPLE_03
MN908947.3	18800	19000	14440.93	SAMPLE_03
MN908947.3	19000	19200	3772.78	SAMPLE_03
MN908947.3	19200	19400	1557.25	SAMPLE_03
MN908947.3	19400	19600	163.78	SAMPLE_03
MN908947.3	19600	19800	1738.83	SAMPLE_03
MN908947.3	19800	20000	1438.7	SAMPLE_03
MN908947.3	20000	20200	235.78	SAMPLE_03
MN908947.3	20200	20400	140.86	SAMPLE_03
MN908947.3	20400	20600	3971.74	SAMPLE_03
MN908947.3	20600	20800	5908.34	SAMPLE_03
MN908947.3	20800	21000	10877.53	SAMPLE_03
MN908947.3	21000	21200	5782.63	SAMPLE_03
MN908947.3	21200	21400	247.43	SAMPLE_03
MN908947.3	21400	21600	193.74	SAMPLE_03
MN908947.3	21600	21800	4098.98	SAMPLE_03
MN908947.3	21800	22000	4809.94	SAMPLE_03
MN908947.3	22000	22200	1234.44	SAMPLE_03
MN908947.3	22200	22400	701.93	SAMPLE_03
MN908947.3	22400	22600	901.99	SAMPLE_03
MN908947.3	22600	22800	2886.36	SAMPLE_03
MN908947.3	22800	23000	1706.66	SAMPLE_03
MN908947.3	23000	23200	3675.04	SAMPLE_03
MN908947.3	23200	23400	11136.1	SAMPLE_03
MN908947.3	23400	23600	11580.57	SAMPLE_03
MN908947.3	23600	23800	3687.65	SAMPLE_03
MN908947.3	23800	24000	1030.79	SAMPLE_03
MN908947.3	24000	24200	2647.21	SAMPLE_03
MN908947.3	24200	24400	3797.3	SAMPLE_03
MN908947.3	24400	24600	2946.25	SAMPLE_03
MN908947.3	24600	24800	8847.72	SAMPLE_03
MN908947.3	24800	25000	12515.64	SAMPLE_03
MN908947.3	25000	25200	12414.38	SAMPLE_03
MN908947.3	25200	25400	12518.55	SAMPLE_03
MN908947.3	25400	25600	6265.78	SAMPLE_03
MN908947.3	25600	25800	1813.09	SAMPLE_03
MN908947.3	25800	26000	447.29	SAMPLE_03
MN908947.3	26000	26200	79.33	SAMPLE_03
MN908947.3	26200	26400	2908.81	SAMPLE_03
MN908947.3	26400	26600	4250.1	SAMPLE_03
MN908947.3	26600	26800	6547.73	SAMPLE_03
MN908947.3	26800	27000	6380.09	SAMPLE_03
MN908947.3	27000	27200	2099.72	SAMPLE_03
MN908947.3	27200	27400	4161.83	SAMPLE_03
MN908947.3	27400	27600	2827.1	SAMPLE_03
MN908947.3	27600	27800	12.92	SAMPLE_03
MN908947.3	27800	28000	4496.64	SAMPLE_03
MN908947.3	28000	28200	7712.39	SAMPLE_03
MN908947.3	28200	28400	8588.3	SAMPLE_03
MN908947.3	28400	28600	8594.5	SAMPLE_03
MN908947.3	28600	28800	6014.63	SAMPLE_03
MN908947.3	28800	29000	389.27	SAMPLE_03
MN908947.3	29000	29200	4184.84	SAMPLE_03
MN908947.3	29200	29400	4258.88	SAMPLE_03
MN908947.3	29400	29600	2617.01	SAMPLE_03
MN908947.3	29600	29800	4164.75	SAMPLE_03
MN908947.3	29800	29903	1032.46	SAMPLE_03
MN908947.3	0	200	0	SAMPLE_01
MN908947.3	200	400	0	SAMPLE_01
MN908947.3	400	600	0	SAMPLE_01
MN908947.3	600	800	0	SAMPLE_01
MN908947.3	800	1000	0	SAMPLE_01
MN908947.3	1000	1200	0	SAMPLE_01
MN908947.3	1200	1400	0	SAMPLE_01
MN908947.3	1400	1600	0	SAMPLE_01
MN908947.3	1600	1800	0	SAMPLE_01
MN908947.3	1800	2000	0	SAMPLE_01
MN908947.3	2000	2200	0	SAMPLE_01
MN908947.3	2200	2400	0	SAMPLE_01
MN908947.3	2400	2600	0	SAMPLE_01
MN908947.3	2600	2800	0	SAMPLE_01
MN908947.3	2800	3000	0	SAMPLE_01
MN908947.3	3000	3200	0	SAMPLE_01
MN908947.3	3200	3400	0	SAMPLE_01
MN908947.3	3400	3600	0	SAMPLE_01
MN908947.3	3600	3800	0	SAMPLE_01
MN908947.3	3800	4000	0	SAMPLE_01
MN908947.3	4000	4200	0	SAMPLE_01
MN908947.3	4200	4400	0	SAMPLE_01
MN908947.3	4400	4600	0	SAMPLE_01
MN908947.3	4600	4800	0	SAMPLE_01
MN908947.3	4800	5000	0	SAMPLE_01
MN908947.3	5000	5200	0	SAMPLE_01
MN908947.3	5200	5400	0.15	SAMPLE_01
MN908947.3	5400	5600	0	SAMPLE_01
MN908947.3	5600	5800	0	SAMPLE_01
MN908947.3	5800	6000	0.17	SAMPLE_01
MN908947.3	6000	6200	3.18	SAMPLE_01
MN908947.3	6200	6400	0	SAMPLE_01
MN908947.3	6400	6600	0	SAMPLE_01
MN908947.3	6600	6800	0	SAMPLE_01
MN908947.3	6800	7000	0	SAMPLE_01
MN908947.3	7000	7200	0	SAMPLE_01
MN908947.3	7200	7400	0	SAMPLE_01
MN908947.3	7400	7600	0	SAMPLE_01
MN908947.3	7600	7800	0	SAMPLE_01
MN908947.3	7800	8000	0	SAMPLE_01
MN908947.3	8000	8200	0	SAMPLE_01
MN908947.3	8200	8400	0	SAMPLE_01
MN908947.3	8400	8600	0	SAMPLE_01
MN908947.3	8600	8800	0	SAMPLE_01
MN908947.3	8800	9000	0.91	SAMPLE_01
MN908947.3	9000	9200	0	SAMPLE_01
MN908947.3	9200	9400	0	SAMPLE_01
MN908947.3	9400	9600	0	SAMPLE_01
MN908947.3	9600	9800	0	SAMPLE_01
MN908947.3	9800	10000	0	SAMPLE_01
MN908947.3	10000	10200	0	SAMPLE_01
MN908947.3	10200	10400	0	SAMPLE_01
MN908947.3	10400	10600	0	SAMPLE_01
MN908947.3	10600	10800	0	SAMPLE_01
MN908947.3	10800	11000	0	SAMPLE_01
MN908947.3	11000	11200	0	SAMPLE_01
MN908947.3	11200	11400	0	SAMPLE_01
MN908947.3	11400	11600	0	SAMPLE_01
MN908947.3	11600	11800	0	SAMPLE_01
MN908947.3	11800	12000	0	SAMPLE_01
MN908947.3	12000	12200	0	SAMPLE_01
MN908947.3	12200	12400	0	SAMPLE_01
MN908947.3	12400	12600	0	SAMPLE_01
MN908947.3	12600	12800	0	SAMPLE_01
MN908947.3	12800	13000	0	SAMPLE_01
MN908947.3	13000	13200	5618.93	SAMPLE_01
MN908947.3	13200	13400	5456.2	SAMPLE_01
MN908947.3	13400	13600	0	SAMPLE_01
MN908947.3	13600	13800	0	SAMPLE_01
MN908947.3	13800	14000	0	SAMPLE_01
MN908947.3	14000	14200	0	SAMPLE_01
MN908947.3	14200	14400	0	SAMPLE_01
MN908947.3	14400	14600	0	SAMPLE_01
MN908947.3	14600	14800	0	SAMPLE_01
MN908947.3	14800	15000	0	SAMPLE_01
MN908947.3	15000	15200	0	SAMPLE_01
MN908947.3	15200	15400	0	SAMPLE_01
MN908947.3	15400	15600	0	SAMPLE_01
MN908947.3	15600	15800	0	SAMPLE_01
MN908947.3	15800	16000	0	SAMPLE_01
MN908947.3	16000	16200	0	SAMPLE_01
MN908947.3	16200	16400	0	SAMPLE_01
MN908947.3	16400	16600	0	SAMPLE_01
MN908947.3	16600	16800	0	SAMPLE_01
MN908947.3	16800	17000	0	SAMPLE_01
MN908947.3	17000	17200	0	SAMPLE_01
MN908947.3	17200	17400	0	SAMPLE_01
MN908947.3	17400	17600	0	SAMPLE_01
MN908947.3	17600	17800	0	SAMPLE_01
MN908947.3	17800	18000	0	SAMPLE_01
MN908947.3	18000	18200	0	SAMPLE_01
MN908947.3	18200	18400	0	SAMPLE_01
MN908947.3	18400	18600	0	SAMPLE_01
MN908947.3	18600	18800	0	SAMPLE_01
MN908947.3	18800	19000	0	SAMPLE_01
MN908947.3	19000	19200	0	SAMPLE_01
MN908947.3	19200	19400	0	SAMPLE_01
MN908947.3	19400	19600	0	SAMPLE_01
MN908947.3	19600	19800	0	SAMPLE_01
MN908947.3	19800	20000	0	SAMPLE_01
MN908947.3	20000	20200	0	SAMPLE_01
MN908947.3	20200	20400	0	SAMPLE_01
MN908947.3	20400	20600	0	SAMPLE_01
MN908947.3	20600	20800	0	SAMPLE_01
MN908947.3	20800	21000	0	SAMPLE_01
MN908947.3	21000	21200	0	SAMPLE_01
MN908947.3	21200	21400	0	SAMPLE_01
MN908947.3	21400	21600	0	SAMPLE_01
MN908947.3	21600	21800	0	SAMPLE_01
MN908947.3	21800	22000	0	SAMPLE_01
MN908947.3	22000	22200	0	SAMPLE_01
MN908947.3	22200	22400	0	SAMPLE_01
MN908947.3	22400	22600	0	SAMPLE_01
MN908947.3	22600	22800	0	SAMPLE_01
MN908947.3	22800	23000	0	SAMPLE_01
MN908947.3	23000	23200	0	SAMPLE_01
MN908947.3	23200	23400	0	SAMPLE_01
MN908947.3	23400	23600	0	SAMPLE_01
MN908947.3	23600	23800	0	SAMPLE_01
MN908947.3	23800	24000	0	SAMPLE_01
MN908947.3	24000	24200	0	SAMPLE_01
MN908947.3	24200	24400	0	SAMPLE_01
MN908947.3	24400	24600	0	SAMPLE_01
MN908947.3	24600	24800	0	SAMPLE_01
MN908947.3	24800	25000	0	SAMPLE_01
MN908947.3	25000	25200	0	SAMPLE_01
MN908947.3	25200	25400	0	SAMPLE_01
MN908947.3	25400	25600	0	SAMPLE_01
MN908947.3	25600	25800	0	SAMPLE_01
MN908947.3	25800	26000	0	SAMPLE_01
MN908947.3	26000	26200	0	SAMPLE_01
MN908947.3	26200	26400	0	SAMPLE_01
MN908947.3	26400	26600	0	SAMPLE_01
MN908947.3	26600	26800	0	SAMPLE_01
MN908947.3	26800	27000	0	SAMPLE_01
MN908947.3	27000	27200	0	SAMPLE_01
MN908947.3	27200	27400	0	SAMPLE_01
MN908947.3	27400	27600	0	SAMPLE_01
MN908947.3	27600	27800	0	SAMPLE_01
MN908947.3	27800	28000	0	SAMPLE_01
MN908947.3	28000	28200	0	SAMPLE_01
MN908947.3	28200	28400	0	SAMPLE_01
MN908947.3	28400	28600	0	SAMPLE_01
MN908947.3	28600	28800	0	SAMPLE_01
MN908947.3	28800	29000	0	SAMPLE_01
MN908947.3	29000	29200	0	SAMPLE_01
MN908947.3	29200	29400	0	SAMPLE_01
MN908947.3	29400	29600	0	SAMPLE_01
MN908947.3	29600	29800	0.15	SAMPLE_01
MN908947.3	29800	29903	0	SAMPLE_01
MN908947.3	0	200	1056.87	SAMPLE_04
MN908947.3	200	400	2577.98	SAMPLE_04
MN908947.3	400	600	4348.23	SAMPLE_04
MN908947.3	600	800	5548.57	SAMPLE_04
MN908947.3	800	1000	3555.77	SAMPLE_04
MN908947.3	1000	1200	2481.48	SAMPLE_04
MN908947.3	1200	1400	2627.19	SAMPLE_04
MN908947.3	1400	1600	1770.41	SAMPLE_04
MN908947.3	1600	1800	2107.59	SAMPLE_04
MN908947.3	1800	2000	3348.51	SAMPLE_04
MN908947.3	2000	2200	3596.08	SAMPLE_04
MN908947.3	2200	2400	3591.26	SAMPLE_04
MN908947.3	2400	2600	5247.48	SAMPLE_04
MN908947.3	2600	2800	3890.2	SAMPLE_04
MN908947.3	2800	3000	6684.88	SAMPLE_04
MN908947.3	3000	3200	5730.62	SAMPLE_04
MN908947.3	3200	3400	3143.54	SAMPLE_04
MN908947.3	3400	3600	3375.95	SAMPLE_04
MN908947.3	3600	3800	1996.95	SAMPLE_04
MN908947.3	3800	4000	3716.5	SAMPLE_04
MN908947.3	4000	4200	6698.33	SAMPLE_04
MN908947.3	4200	4400	8610.08	SAMPLE_04
MN908947.3	4400	4600	5830.28	SAMPLE_04
MN908947.3	4600	4800	4611.13	SAMPLE_04
MN908947.3	4800	5000	3730.13	SAMPLE_04
MN908947.3	5000	5200	1720.51	SAMPLE_04
MN908947.3	5200	5400	5657.96	SAMPLE_04
MN908947.3	5400	5600	7260.79	SAMPLE_04
MN908947.3	5600	5800	6478.85	SAMPLE_04
MN908947.3	5800	6000	4138.43	SAMPLE_04
MN908947.3	6000	6200	2817.34	SAMPLE_04
MN908947.3	6200	6400	12607.89	SAMPLE_04
MN908947.3	6400	6600	8525.84	SAMPLE_04
MN908947.3	6600	6800	4549.58	SAMPLE_04
MN908947.3	6800	7000	2339.92	SAMPLE_04
MN908947.3	7000	7200	4330.22	SAMPLE_04
MN908947.3	7200	7400	5510.09	SAMPLE_04
MN908947.3	7400	7600	5964.99	SAMPLE_04
MN908947.3	7600	7800	5644.63	SAMPLE_04
MN908947.3	7800	8000	5008.1	SAMPLE_04
MN908947.3	8000	8200	5244.98	SAMPLE_04
MN908947.3	8200	8400	5823.14	SAMPLE_04
MN908947.3	8400	8600	3719.07	SAMPLE_04
MN908947.3	8600	8800	4440.38	SAMPLE_04
MN908947.3	8800	9000	5309.96	SAMPLE_04
MN908947.3	9000	9200	4599.09	SAMPLE_04
MN908947.3	9200	9400	7708.21	SAMPLE_04
MN908947.3	9400	9600	10776.18	SAMPLE_04
MN908947.3	9600	9800	6819.58	SAMPLE_04
MN908947.3	9800	10000	4049.98	SAMPLE_04
MN908947.3	10000	10200	5006.3	SAMPLE_04
MN908947.3	10200	10400	3915.24	SAMPLE_04
MN908947.3	10400	10600	4757.19	SAMPLE_04
MN908947.3	10600	10800	7839.77	SAMPLE_04
MN908947.3	10800	11000	6555.6	SAMPLE_04
MN908947.3	11000	11200	7129.74	SAMPLE_04
MN908947.3	11200	11400	11243.6	SAMPLE_04
MN908947.3	11400	11600	7677.76	SAMPLE_04
MN908947.3	11600	11800	7437.19	SAMPLE_04
MN908947.3	11800	12000	4705.04	SAMPLE_04
MN908947.3	12000	12200	5009.13	SAMPLE_04
MN908947.3	12200	12400	5091.89	SAMPLE_04
MN908947.3	12400	12600	6893.31	SAMPLE_04
MN908947.3	12600	12800	7672.23	SAMPLE_04
MN908947.3	12800	13000	3905.41	SAMPLE_04
MN908947.3	13000	13200	14795.62	SAMPLE_04
MN908947.3	13200	13400	15080.08	SAMPLE_04
MN908947.3	13400	13600	5658.37	SAMPLE_04
MN908947.3	13600	13800	5007.3	SAMPLE_04
MN908947.3	13800	14000	4346.48	SAMPLE_04
MN908947.3	14000	14200	4094.34	SAMPLE_04
MN908947.3	14200	14400	3938.77	SAMPLE_04
MN908947.3	14400	14600	3435.57	SAMPLE_04
MN908947.3	14600	14800	4833	SAMPLE_04
MN908947.3	14800	15000	4430.24	SAMPLE_04
MN908947.3	15000	15200	2092.91	SAMPLE_04
MN908947.3	15200	15400	4387.71	SAMPLE_04
MN908947.3	15400	15600	5243.2	SAMPLE_04
MN908947.3	15600	15800	3664.76	SAMPLE_04
MN908947.3	15800	16000	5775.44	SAMPLE_04
MN908947.3	16000	16200	6846.86	SAMPLE_04
MN908947.3	16200	16400	5145.77	SAMPLE_04
MN908947.3	16400	16600	4653.48	SAMPLE_04
MN908947.3	16600	16800	4544.57	SAMPLE_04
MN908947.3	16800	17000	6764.4	SAMPLE_04
MN908947.3	17000	17200	10300.49	SAMPLE_04
MN908947.3	17200	17400	7136.23	SAMPLE_04
MN908947.3	17400	17600	4778.9	SAMPLE_04
MN908947.3	17600	17800	4776.47	SAMPLE_04
MN908947.3	17800	18000	3165.54	SAMPLE_04
MN908947.3	18000	18200	5207.14	SAMPLE_04
MN908947.3	18200	18400	5002.67	SAMPLE_04
MN908947.3	18400	18600	5223.23	SAMPLE_04
MN908947.3	18600	18800	6879.86	SAMPLE_04
MN908947.3	18800	19000	6670.99	SAMPLE_04
MN908947.3	19000	19200	3027.55	SAMPLE_04
MN908947.3	19200	19400	1287.37	SAMPLE_04
MN908947.3	19400	19600	288.89	SAMPLE_04
MN908947.3	19600	19800	3155.08	SAMPLE_04
MN908947.3	19800	20000	3361.23	SAMPLE_04
MN908947.3	20000	20200	1183.49	SAMPLE_04
MN908947.3	20200	20400	788.31	SAMPLE_04
MN908947.3	20400	20600	3261.04	SAMPLE_04
MN908947.3	20600	20800	4175.82	SAMPLE_04
MN908947.3	20800	21000	5491.21	SAMPLE_04
MN908947.3	21000	21200	2931.85	SAMPLE_04
MN908947.3	21200	21400	685.53	SAMPLE_04
MN908947.3	21400	21600	1880.19	SAMPLE_04
MN908947.3	21600	21800	3687.73	SAMPLE_04
MN908947.3	21800	22000	2646.78	SAMPLE_04
MN908947.3	22000	22200	1640.19	SAMPLE_04
MN908947.3	22200	22400	1295.38	SAMPLE_04
MN908947.3	22400	22600	942.83	SAMPLE_04
MN908947.3	22600	22800	2064.49	SAMPLE_04
MN908947.3	22800	23000	2224.55	SAMPLE_04
MN908947.3	23000	23200	3171.32	SAMPLE_04
MN908947.3	23200	23400	4296.11	SAMPLE_04
MN908947.3	23400	23600	6061.34	SAMPLE_04
MN908947.3	23600	23800	2880.48	SAMPLE_04
MN908947.3	23800	24000	1887.53	SAMPLE_04
MN908947.3	24000	24200	3039.99	SAMPLE_04
MN908947.3	24200	24400	3742.17	SAMPLE_04
MN908947.3	24400	24600	2733.82	SAMPLE_04
MN908947.3	24600	24800	4616.51	SAMPLE_04
MN908947.3	24800	25000	4707.53	SAMPLE_04
MN908947.3	25000	25200	6698.12	SAMPLE_04
MN908947.3	25200	25400	6987.89	SAMPLE_04
MN908947.3	25400	25600	2424.02	SAMPLE_04
MN908947.3	25600	25800	7053.39	SAMPLE_04
MN908947.3	25800	26000	6478.21	SAMPLE_04
MN908947.3	26000	26200	3042.87	SAMPLE_04
MN908947.3	26200	26400	4140.23	SAMPLE_04
MN908947.3	26400	26600	4084.92	SAMPLE_04
MN908947.3	26600	26800	3039.04	SAMPLE_04
MN908947.3	26800	27000	6053.89	SAMPLE_04
MN908947.3	27000	27200	5399.88	SAMPLE_04
MN908947.3	27200	27400	2496.77	SAMPLE_04
MN908947.3	27400	27600	2398.11	SAMPLE_04
MN908947.3	27600	27800	966.67	SAMPLE_04
MN908947.3	27800	28000	3110.26	SAMPLE_04
MN908947.3	28000	28200	3160.15	SAMPLE_04
MN908947.3	28200	28400	3514.88	SAMPLE_04
MN908947.3	28400	28600	5090.3	SAMPLE_04
MN908947.3	28600	28800	5480.74	SAMPLE_04
MN908947.3	28800	29000	3382.09	SAMPLE_04
MN908947.3	29000	29200	4558.32	SAMPLE_04
MN908947.3	29200	29400	4991.43	SAMPLE_04
MN908947.3	29400	29600	6106.18	SAMPLE_04
MN908947.3	29600	29800	6075.93	SAMPLE_04
MN908947.3	29800	29903	932.98	SAMPLE_04
MN908947.3	0	200	2782.57	SAMPLE_08
MN908947.3	200	400	5509.21	SAMPLE_08
MN908947.3	400	600	6482.8	SAMPLE_08
MN908947.3	600	800	8354.16	SAMPLE_08
MN908947.3	800	1000	5969.19	SAMPLE_08
MN908947.3	1000	1200	5367.97	SAMPLE_08
MN908947.3	1200	1400	3706.55	SAMPLE_08
MN908947.3	1400	1600	849.37	SAMPLE_08
MN908947.3	1600	1800	2782.89	SAMPLE_08
MN908947.3	1800	2000	2519.83	SAMPLE_08
MN908947.3	2000	2200	925.92	SAMPLE_08
MN908947.3	2200	2400	2688.06	SAMPLE_08
MN908947.3	2400	2600	3216.49	SAMPLE_08
MN908947.3	2600	2800	409.66	SAMPLE_08
MN908947.3	2800	3000	6142.51	SAMPLE_08
MN908947.3	3000	3200	6971.37	SAMPLE_08
MN908947.3	3200	3400	5923.69	SAMPLE_08
MN908947.3	3400	3600	4544.88	SAMPLE_08
MN908947.3	3600	3800	1475.93	SAMPLE_08
MN908947.3	3800	4000	3224.77	SAMPLE_08
MN908947.3	4000	4200	7299.63	SAMPLE_08
MN908947.3	4200	4400	9329.54	SAMPLE_08
MN908947.3	4400	4600	5967.15	SAMPLE_08
MN908947.3	4600	4800	5613.78	SAMPLE_08
MN908947.3	4800	5000	4969.11	SAMPLE_08
MN908947.3	5000	5200	36.83	SAMPLE_08
MN908947.3	5200	5400	5969.85	SAMPLE_08
MN908947.3	5400	5600	9743.81	SAMPLE_08
MN908947.3	5600	5800	12032.29	SAMPLE_08
MN908947.3	5800	6000	6946.73	SAMPLE_08
MN908947.3	6000	6200	3796.07	SAMPLE_08
MN908947.3	6200	6400	15357.69	SAMPLE_08
MN908947.3	6400	6600	10312.21	SAMPLE_08
MN908947.3	6600	6800	5590.83	SAMPLE_08
MN908947.3	6800	7000	1282.31	SAMPLE_08
MN908947.3	7000	7200	1377.2	SAMPLE_08
MN908947.3	7200	7400	4014.88	SAMPLE_08
MN908947.3	7400	7600	10117.92	SAMPLE_08
MN908947.3	7600	7800	7982.89	SAMPLE_08
MN908947.3	7800	8000	7124.3	SAMPLE_08
MN908947.3	8000	8200	9418.06	SAMPLE_08
MN908947.3	8200	8400	7610.95	SAMPLE_08
MN908947.3	8400	8600	3800.5	SAMPLE_08
MN908947.3	8600	8800	2552.87	SAMPLE_08
MN908947.3	8800	9000	4550.15	SAMPLE_08
MN908947.3	9000	9200	8143.23	SAMPLE_08
MN908947.3	9200	9400	5518.51	SAMPLE_08
MN908947.3	9400	9600	11152.11	SAMPLE_08
MN908947.3	9600	9800	10903	SAMPLE_08
MN908947.3	9800	10000	3098.71	SAMPLE_08
MN908947.3	10000	10200	5253.05	SAMPLE_08
MN908947.3	10200	10400	6194.36	SAMPLE_08
MN908947.3	10400	10600	6028.06	SAMPLE_08
MN908947.3	10600	10800	7944.53	SAMPLE_08
MN908947.3	10800	11000	5740.51	SAMPLE_08
MN908947.3	11000	11200	11955.21	SAMPLE_08
MN908947.3	11200	11400	18532.72	SAMPLE_08
MN908947.3	11400	11600	8431.54	SAMPLE_08
MN908947.3	11600	11800	6864.43	SAMPLE_08
MN908947.3	11800	12000	7287.83	SAMPLE_08
MN908947.3	12000	12200	10199.4	SAMPLE_08
MN908947.3	12200	12400	8552.87	SAMPLE_08
MN908947.3	12400	12600	11433.46	SAMPLE_08
MN908947.3	12600	12800	12931.29	SAMPLE_08
MN908947.3	12800	13000	6799.79	SAMPLE_08
MN908947.3	13000	13200	17089.8	SAMPLE_08
MN908947.3	13200	13400	15825.45	SAMPLE_08
MN908947.3	13400	13600	2761.74	SAMPLE_08
MN908947.3	13600	13800	2217.32	SAMPLE_08
MN908947.3	13800	14000	3747.73	SAMPLE_08
MN908947.3	14000	14200	7122.96	SAMPLE_08
MN908947.3	14200	14400	7003.28	SAMPLE_08
MN908947.3	14400	14600	6379.12	SAMPLE_08
MN908947.3	14600	14800	9084.55	SAMPLE_08
MN908947.3	14800	15000	6609.17	SAMPLE_08
MN908947.3	15000	15200	2209.7	SAMPLE_08
MN908947.3	15200	15400	5074.44	SAMPLE_08
MN908947.3	15400	15600	7544.72	SAMPLE_08
MN908947.3	15600	15800	7124.48	SAMPLE_08
MN908947.3	15800	16000	10626.22	SAMPLE_08
MN908947.3	16000	16200	11238.94	SAMPLE_08
MN908947.3	16200	16400	3971.64	SAMPLE_08
MN908947.3	16400	16600	3148.23	SAMPLE_08
MN908947.3	16600	16800	3649.82	SAMPLE_08
MN908947.3	16800	17000	9914.16	SAMPLE_08
MN908947.3	17000	17200	17466.83	SAMPLE_08
